label,text
1,man i just watched that shades of gay trailer and that shit looked like the wackest movie of all time y all be hyping up trash on here
1,my manager is retarded bruh always asking siri some spellings this nigga is dum af doe
1,dyke pastors be in the lords house tryna cuff all the pussy bruh bruh
1,rt mitch c whatchu know bout livin in the ghetto eating cottage cheese times a day lil salt lil peppa lil a lil barbeeequeee ueon 
1,i m a bitch
1,see my nig officialccane today somebody who understands the music like me 
1,rt carharttdarlin trying to download ios but my phones a bitch
1, nicolleashby now i m chewy high with a hard ass dick ooh there goes my pager could it be a trick bitch 
1, fixitjesusx just be a hoe then
1,if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it
1,hahaha i m fucking weak rt imdaddytho he used to abuse this pussy lmfao
1, barbienixon a moment of silence for the bitch who changes her name everyday 
1,if you have chemistry the only other thing you need is timing but timing s a bitch 
1,rt quilathediva after the age of its about credit scores future plans and creating assets not cars clothes niggas bitches clubs 
0,minus all the retarded poor bots 
1,met a bad bitch from chicago my hat wasn t cocked yo 
1,rt versacelaflare everybody turning into assholes this year look what you ve bitches have done to us 
1, callmerenee bitch u bs how fck yah 
2,rt yankees yankees win final score 
1,rt shan rbm they say crazy girls got the best pussy 
1, verseunanswered did that bitch from frozen ever let it go 
1, dimelouxaoh keeping these hoes happy
1,autocorrect makes my how s life change to hoes life what the duck 
1,rt thebombshellll vivalaleexx you a bitch 
1,im a ghetto ass nigga you suburban
1, don t you ever give my pussy away you keep it tight alright 
1,rt gorgeous gab people person so you know lil gabby got hoes 
1,rt xleaaahh stblocjeremiah i want subway cookies dem bitches do sound good rn 
1, inherribs is it too early to put your face in some pussy bul never to early for breakfast
1,the thinner the eyebrow the crazier the bitch
2,can t beat a score of on flappy bird givingup
1,rt buckupside what kind of world do we live in where bitches are getting surgery to make their butts bigger since when do women want a 
1, rojustdgaf aren t they all tho bro rt landoup i hate a nosey bitch some more than others
1,rt midniteboss fourzerotwo fix the fucking snipers you retarded piece of shit fucking overpowered as fuck they aim down faster then 
1, jaydillz the day you unblock me you will become a man again but that won t happen so you just a bitch idisrespecthoez lol
2, el grillo pit bulls photographed as lovely fairy tale creatures t co q sm oolh they are fairy tale creatures 
1,funnie watching my nig interview on espn
1,bad bitches only t co ceyb b rf 
2,charlie sheen wants to return to two and a half men t co kvmdogdclq
1,can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
1,shut up bitch i m trying to sleep 
1, niyas destani burnt tho jus like a nicca 
1,jameis winston got benched for standing on a table and saying fuck her right in her pussy the irony is so deep you can use a shovel 
1,im the man around this bitch baby check out my wrist watch 
2, kensuttling the spear chuckers are flooding into upton park 
1,rt gotti stblocjeremiah st block bitch wassup
1,rt bebalizz bagging thot bitches amp giving em head ew nigga you nasty amp you re better off dead 
0,fucking christ i hate tutors and tas you literally get paid to teach retards to stop picking their nose get the fuck outta my face
1, call me kittie what evaittakes haha imma catch ebola trynna keep myself warm lol ewww bitch well stay far away from me
1, kayylamarieeee haha pussy
1,rt bniceloco charlie sheen is the realest nigga alive t co pk nejiovh
1,think i should change doctor s advocate to cunt that goes mental hmm
0, fardousaa becuz no man should celebrate his bday at a drreams faggot
1,is that a hawk what the fuck kind of bird is that 
1, militarytimes that s what happens when you have pussies for presidents and generals you have to fight the same war over and over again 
1,not every girl likes a sweet ass emoji ass nigguh some girls like a you sexy af ass nigguh
1,no wonder these ppl that call themselves niggas amp thugs able to convince their hoes false ideas about men like me in our intellectual dress
1,rt holdmycrown daniellurrr damn these bitches in middle school look grown af in these nudes 
1,rt noofatchicks when the lazy eye bitch was tryna put up a front with me t co ehgpt baa 
1,u wont see me sober less i got court mary the best bitch in life
0, chanelisabeth that nigger music
1,if a bitch has to fuss amp amp fight over a niggah thats hugged up amp amp boo d up w the next bitch clearly doesnt gaf bout u
1, bro hen eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit 
1,rt teeeerenee bitches b tweeting everything they see to b relavent its really sad 
1, protegykid i would reply with the red emoji but i m not a nigger
1,rt weirdstyle i have hoes lmfao
2,i liked a youtube video t co qgnhildttv the sock fairy a short film
1,i dont give a single shit who you are if you wear a suit and white cotton socks i am just going to assume you are functionally retarded 
1,this bitch wanna smoke all of my weed 
1,rt thatboyace most black hoes at prom looked like t co fyz bpwxgw
1,this nigga waynesworld fucking a bitch at svsu while me rj and b been waiting in the car for minutes now
2, boxingscene rpopbox bronzebomber boxing this charlie z really does need mental help check this out t co ckbs wczu 
1, highwayy you re a bitch
1, kinsl y when i m in that pussy honey i m home 
1,rt torahblaze densonkeith a captain save a hoe just jumped in the convo to save these hoes lls
1, bossman carl nigga i didn t have no change yall some hoes for tryna shoot know y all can t shoot
2,rt ilostmysanity rt earthquake most trash halloween candy of all time don t debate me on this t co ymqwtsvd h
1, silverbirdusa and retarded love is always retarded sentimental
1,hoes need to stay in hoes place fr
1,feelin like i can have any bitch i want feelin like all these hoes in this bitch want me 
1, altosteel t co tm mh xg woof woof sexy thug boy scally 
1, mrmason grade a pussy 
1,rt iamkilo bae its things in this world that i aint seen thats a ufo amp a bitch that i need 
2,that was not good times starting the mickey mouse club soon 
1,the club don t never get old to some of y all hoes though 
2,rt talibkweli do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside i choose truth 
1,tanning with my main bitch
2,rt wowfoodpics oreo shake t co ye nl bse
1,raised round real niccas no decoy
1,she just want her pussy ate she ain t gon text u back afterwards rt chaannyyyy who wants to hang out 
1,if you don t know what yo bitch doing tuat ain t you bitch im just sayin 
2, gertrude larue i is colored latino and some jewish when i move in i don t ruin the neighborhood i wipe it out 
1,rt lonely dad and if you ain t a ho get up out my trap house
0, hunglikerobby that was so gay and i was tanning bitch juvie made me white
1,world war z is on netflix yasssss bitch yasssss
1,ball is life no bitch bench is life 
2,i couldn t press send that tweet about anchor babies was even too raw for me 
1,rt adrian knowsu jessi haha lml wrd no nah de pussy shit lol 
1, hellmel men hop in they feelings much quicker than women not me i hop in ya bitch
2,rt alison cherry nlisa amp i are discussing our awful s fashion choices yellow overall shorts boxers over leggings what was your bes 
0, passit liv hit a bitch it s not like you can see the bruises
1,how you look like big bad mama but make fun of a pretty bitch wow where they do that at t co l lhrusg n
1,rt imnotaplayertho still trying to hit this hoe t co jbhjmpy gx
1,rt nhalegood when hoes feel like their photo didnt get enough favorites t co gi xxzbbq 
1, this fucking bitch rachel needs to die please
1, bud lites and well shots at the bar tn plus i m giving away a trip to las vegas so if you re not a cunt come visit me at bourbon st
1,she like bitch you know i got next yasss t co xvpwwfrub
2, nohazardnoparty pibbzyx piersmorgan jim mclaren i can t wait for the day they take them be a boon for the entire nation
1,rt armybulldog acmehandle nothing that the russians did in their support of the rebels surprises me putin views obama as a pussy 
1,i ve never felt this comfortable around a crazy in my life ole cool crazy ass bitch this my nigga right here 
2, spence reed bro i heard slaughter songs they all trash they just freestylers
1,i wish tinder would quit showing me all these broads with that retarded l gesture they re not smart enough to procreate with me bbn
1,why can t there be bomb single bitches available on tap 
2,i love the acoustic domes in the hallways favorite place to sing in public no lie t co g az ryubq
1, rob thereal raw on god my bitch bad
1, demi eggleton oh my god i love victoria mitchell all my bitches love me
1,rt tbhbooty latina pussy be like t co vory vgh u
2, ashley smith colored contacts
1, zach smith kieffer jason bitch stfu and get off my page
1,rt seansteiger sometimes i listen amp revisit them old albums often as i can amp skim through all them bitches to make sure i keep up with 
1,rt annamarixae whereyohussleat yessss bitch 
1,get on your shit hoe 
1, mightbekoi satisfied x troyy edward did oss he sparkled bitch reality
1, cssalazar yeah right pussy 
1,y all bitches better stop the madness 
1,rt jewlzsantana making every bitch feel important 
2, amazinmixbeauti don t feel like reading right now i wanna give a sexy coolie girl some lyrics via text message 
1,rt the april fool fucking with them hoes marc withdac camblunt my nigga waka i hate it had to be him t co e ylm yva man t 
1,rt thedrugtribe new years resolution smoke more weed make more money fuck more bitches
1,bad bitch pussy aquafina call her crystalina
0, revolutionuk jesus i would love to do that and more to those muzzie torturers fucking animal savages
1,me and da iamcolinquinn gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies
1,rt ohlawditsniesha that hoe ain t shit
1,porn android iphone ipad sex xxx xxx hairy alicia silver amp tinslee reagan hairy pussy t co toljqdxee 
1,hoes will put with ya man as the location in their bio then get mad when you think they a hoe 
1,time to stunt on these hoes 
1, tysonrap aye nigga who tryna freestyle you trash though lol
0,rt cheyennewright villasenor it means you re a faggot lol
1,rt mymangot jobs veronicagk bitch u been addicted to this for years lmaoo
2,yea so about n tel s new friend all my friends kno they re only allowed one cute darkie friend n that s me lol
1, brandon even them aint the bitches im talkin bout aint no jungle fever over there lol
1,rt anarchistrev i am no longer willing to claim i m just like you just queer as my rallying cry 
1, popitfor tyrick bitch said i lie too much bitch you ain t worth telling the truth too 
1, get em craig i was sleep hoe where you at
2, yattabing cavs trash heat trash smh pat gotta make trades
1,you a bitch
1,rt c pritchett bookieg money can t buy you love so i don t pay for no pussy 
2, jaaaaaade you can t see it but i m flipping you the bird
1, shewenttojordan can t worry about a bitch that ain t worried bout me real
1,rt nombrehere bad bitch htown keep it trill ya ll know ya ll can t fuck aroundddd
1,nigga pee wee is a bitch
1, theshardyrebel cuz ur a sellout bitch fag
2,video shy glizzy i can t trust myself t co hrfudrvzdb
2, originvlepic in the trash
2,watch obama s newly released gitmo jihadi has links to terrorists in syria t co gufkoy tk t co n m pfnmx
1,my dumbass has a redskins mcnab jersey
2,looking forward to ncaa and nba basketball in the states soon iubb hoosiers pacers pacernation and of course breadsticks 
2,rt anntelnaes halloween candy corn bird t co ktnbyutykw
0,stupid loose pussyed bitch
1,rt girlposts my hobbies include being a sarcastic bitch and that s it
1,these bitches want the next best thing
1,rt funnyquotees halloween use to be a holiday for kids it is now national dress like your inner hoe day 
1,nigga i got pill poppin bitches in the backkkk of the cherokee
2, huntermoore bout to be in ike a couple hours
1,all my bitches love me all my all my bitches love me all my bitches love me you ain t fuckin with my dougie vivaalakatyy
1, bbluedreamm kelliestebbins how original you faggots 
1, oskzilla in san diego niggah 
2, cogitoergobibo penske runs the in nascar it s yellow there s a sponsor already there wouldmakealottasense
1,rt anderson benton t rev dumb bitches are one thing that ll never become extinct that s real
0,i find it funny when fags write looking for bf on a grindr ap lol thats a fucking ap dumbass 
1,rt lilreese ion feel dese nihhas or bitches 
1,rt reshell keshun be like it aint nothing to cut that bitch nawl it aint 
1,like some nigga lie to bitches amp wonder why they go crazy that ain t me
1, chhicoo vsamone stupid bitch t co k myvflwfg
1, trustnunbut s aight bet we in that bitch too
1,in other news my eyelid is still spasming putting on mascara today was a bitch wtf
1,turnup on all of you hoes
2, cbsthismorning norahodonnell tx trash you know trouble w aca is in gop gov states but like laralogan news you report lies anyway
2,rt bigbluexpress cal has a day off and for giggles heads to yankee stadium to hang with derek jeter yep coaching at uk is probably weari 
1,rt imikedunn for all you bitches that think you re a bad bitch please tell that to rhonda rousey 
1,rt harveyyy people getting called all types of bitches over music lol you know how ridiculous that is 
1, bretvondehl damn you bitch you never answer me anymore lmao jk ily anyway glad of your first show be safe when going to the next one
1, ianbmaggard lol all the kids that act redneck in oviedo
0, aravosis may i jump in u ball less dick wad as a conservative feminist disabled vet bitch i wish u luck with a capital f dloesch
1,s o bobby bitch i had to body dis 
2, callneeshcakey we in this bitch finna get crunk eyebrows on double papp 
1, hi bye omfg or the other pics of the tranny lmao
1,rt gorgeousleeiyah niggas loose they down bitch for a bitch who down to snitch 
1, skinnysowhat paper chaysin you won t have to herd for hoes no more lol lmao i hope not this shit schressful
1, iemonaids id break that little bitches finger
1,no youre a fucking retard thats gonna get fucking date raped at a frat tonight have fun with those repressed memories
1,my mother raised a cunt lol
1,somebody help her diaryofaboss kicks n benjis bitch nigga bye you just want something to say 
1, kieffer jason bitch u describe both of those terms
1,i m old but my pussy still poppin tho
1,rt ohemmeg rt if bitches are thirsty but you hungarian
0,rt gmb ace i m a get money nigga so da hoes love me
1, ilove pac if you re concerned about how much your lady makes then that s some bitch shit to me and you need your ego stroked
1,rt gabrielaangela that hoe wanta 
1,hit his bitch i m like shaggy i m like no it wasn t me
1,like hello my feet were clearly on the back of the desk bitch 
1,it is impossible for females to be players pimps etc they re called hoes
2,photo giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls t co ljejfufulk
1, i m feelin like malcolm in the middle these bitches surround me they can t miss em 
1,vandalize that pussy it s on 
0,rt nerdatcooltable rt realsheembacc for every bad bitch there is a nigga who treats them like shit amp yet they stay i wanna 
1, davethebrave i wish you were here stop crying bitch i m omw back already haha
1,lol bitch u a has been
1,i still hate the bitches at the dmv californiadmv miserable hoes
1,rack city bitch 
1, asheyk pussy
1,rt irregulargawd personality rt losbeonit how fat bitches be in relationships before the pretty women let s see the answers lol 
1, heilsidious dyldobaggenss whatta you fags doin 
1,hey morons at foxnews and foxandfriends was it political when bush raised terror threat right before the election lmao at u teabaggers
1, abel cuauhtli bruh i m under blankets like a bitch right now
1,what a wifey would understand a hoe could never comprehend
2,rt mnyves he s an idiot rt m n baby miserable trash excuse for a man t co jtl uis ym
1,i m going thru it my bitch ain t even my bitch she let the whole team hit
1,broke bitches be like oh he got monn neyyy
1,horny mature babe in a kimono has her pussy fingered and fucked t co rmamisxw c
2,rt foodtabloid oreo cake t co ij idcaqml
1,shout out to you ungrateful inconsiderate bitches i m taking this shot for you yea you 
1,running dangerously low on cigarettes these bitches better last me till monday or tuesday
1,money only impresses broke bitches 
1,rt whosflyy i was ready to delete my entire instagram app when i found out one of my ig crushes was selling pussy on backpage for f 
1,bobby bitch gt hot nigga
1,rt gemini starr these hoes be acting up 
2, thelovemaster i m gonna nip you right in the bud 
2,real basketball players get disappointed when they throw something in the trash can and miss
1, longlivechris atlanta niggas nerdlifethuggin bay niggas gotta chill rt lawtooraw i m shitting on you hoes t co xa ing sc 
1,rt cocainecowboy freaky ass ready ass hoes
1,whoever came up with that i don t have no ex s sayin must ve been a hoe
1, t co bpu qzyft cassie laine brunette slips off her lingerie and massages her wet pussy with oil t co rmqklh aez
2,rt antoinettea coming up at a charlie baker s campaign admits he may have been wrong about the emotional fisherman story from this w 
1, sarahecarroll of the female population needs to stop being such a bitch 
2,rt musedbymusic thanks to tonyjrodriguez i have learned way more than i ever wanted to know about birds 
1,i m bout to start singing and shit lol hoes going crazy or this nigga august
1, jeffblogwell time to call hoes
2,rt ahmadblack can someone find the georgia fan who talked trash to me and told me he hope we don t end up like tennessee tell him i m 
1, dividendmaster obama is a bitch his speech was pure politics for mid terms only way we destroy isis is with troops on the ground 
1, simoncowell what a little bitch
1, bada bing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake 
1,rt causewereguys when bitches talk about their boyfriend t co keejvwbgbr
0, legionary jomavaesjos now we have a ebloa case in texas if we kill all the niggers we might be safe 
2,rt thevoiceofmiami miami rt pacdagoat houston has so many trash drivers
0,niggas deserve better bitches
2, ish mallymal jayjuice all trash to me
0,from now on i will call all radical muslims niggers it is very fitting and it is racist i am racist against anyone who hates america 
1, rickiroma bitch watch ya tone before i drag you to the recycling bin you bitch ass nigga you gon end up like limewire ol exe ass nigga
2,how now gung ho 
1, beedontcare my pussy still fresh lt something stank girls say 
1,rt saucygyro whiteponyjr ugly bitch has blood on her hands for her whore ways
1,man who da fuck let this hoe in the background looking like a got damn zebra betawards
1,this bitch is talking to herself who the fuck does that bitch u need help with yo im hearing vocies in my head lockthatbitchup 
2,rt aidangee how i feel playing flappy bird t co w prpiahzq
1,you know random niggaz and bitches wish the worst on eachother just look at their tweets 
1,rt hawkinsusa party of racists just elected a black dude in the south the party of war on women just elected first ever woman in redneck 
1,i feel bad having this info but at the same time karmas a bitch 
1,you know these hoes wishy washy 
1,rt versaceezy i aint gonna text first cus pride bitch
2,u serious bro lol rt cheezmoejenkinz am early bird special
1,rt yaboyskeete this bitch slow lmaoooooo t co opmdp rglv
1, joan rivers bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye t co lti azjwk
1, t madison x the shit just blows me claim you so faithful and down for somebody but still fucking with hoes 
1, tyjoncuffee and if you ain t a hoe get up out my traphoussseeeee 
1,i got lean i got work i got bands my nigguh
1,you just salty you ugly and white rt jaywiz itsnotharold they all some hoes
1,i cannot be worried bout no bitch cause i know a bitch could be somewhere sucking a dick ayeeee 
0, hunterbuch kieffer jason sbsylvester yo fat ugly ass couldn t even pull the ugly bitch in the school
1, lostb y i meant bitch i am scum
1,it s lame that you can buy clothes that look like real military clothing if you wear it i will make fun of you you re a star bitch 
1,don t worry bout me i got it all arranged bitch mind your business stay in your lane bitch vote sos emabiggestfans d
1,yall letting these hoes fuck you with the strap after you said no 
2,rt king gerry r remember all the trash on the floor of your car we upgraded it amp put wale s the gifted so it feels like your old car htt 
1, zeecobb all i want for my birthday is a female with a large buttocks big booty hoe
1,lol i see what you did there rt jaywiz itsnotharold hell yeah bitches hate that shit
0,hey my folk this nigger loving jew boy deuterostomes asked if i was making death threats against his goat fucking people fuck him 
1, inkedup tiny still should ve walked over and said something pussy
1,spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap morningstusesh aminfairview
1, tee bizzle i aint shit you aint shit bitch we meant for eachother
1,rt lilreese this bitch must b from jojo world 
1,these niggas rather love these hoes then get money smh what the fuck wrong with these niggas
1,my duck got big as fuck yes duck like the bird 
1,i was in the club and there was this good lookin bitch she had gold teeth tho i was confused smh
1,i m out vandalsavage slipping mollies in the jell o rt sbaby life cosby out here fucking bitches with pudding pops lmao 
2,rt baseball photos a year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees 
1,i hate bitches who thinks everyone wants their nasty ass like no you re not cute 
1, years today i was a fucking retard and fell in love why was i so stupid wish i was coldhearted neverlovingsomeoneagain dontneedanyone
1,rt tyeonhi that shit s for the birds
2,wib plays next fri at the silverdome ballroom in neillsville wi with charlie parr amp hobo nephews of uncle frank tickets 
1,rt joshuaxallen tbt halloween a spoopy hoe and her pimp daddy t co oqvp eghx
1,i fucked the shit out yo bitch yesterday til she couldn t stand straight she called me earlier asking could she come and get a replay
1,but you bird ass niggas out here getting your feathers ruffled just shook and ain t no such thing as a half way crook 
1, baabyd cause i look great bitch fuck you mean 
1,rt brittanny pull up on my ex make that bitch mad 
2,meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding fhc
1, therealjohn doe thats nate dumbass we all just mock him
1,bumpin that nigga nigga rick ross b m f this hoe going harrrrd highh outside enjoying this weather
1,that bitch is lyinggggg
1, maniac mind jet life nick am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
2,watch excited isis jihadis getting their yezidi sex slaves on distribution day t co n exnuvhks isis tcot pjnet lnyhbt gop
1,he said get up bitch that s not pg frohorsemen
1,rt mikie it s paid for only k miles and the bitches always have my money t co pqs a zlt
1, sbsylvester bitch what but i pull more hoes the u dream of
1,rt chaserojo boys are dumb no faith in boys bitch shut up youre in high school acting like this is going to be the person you marry 
1,rt swizzzy how do bitches peep everything but still getting cheated on something not adding up
1,rt brodybolerjack tonyjohns johns be honest you got hoes in different area codes
1, selfmadee yg wya bitch
1,cut that bitch off
2,flappy bird is gonna be the death of me
1,rt mix mommie wyd hoe bucket thekaosyatti mix mommie heyyy 
1,rt kivnaaa vivalakash on god i be thinking that lol people at school be showing me this nigguh videos im like he famous oss 
1,i hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party like damn nessie im here too
1, lilmrsspiffy they bout to try and hoe you next
1,ugly hoe
1,freeelchapo is trending why cus french montana s bitch ass you fucks that think selling drugs is cool are the lamest posers 
0,lakers are trash right now 
1,the bitch coach said she didn t like my attitude 
1,lil bitch
1,man these bitches are so boring yo where the outgoing fun wild bitches at
1,protect your bitch at all costs
1,i remember them bitches lmaoo
1,rt thedickuno i hate seeing people bitch about their lives i haven t even tried the taco bell breakfast man you don t have it this har 
1, alexadelsanter karma is a bitch
2, adrian knowsu no ghetto names 
0,this kid looks like a retard when he tries hiding his phone so obvious
2,rt brianhopecomedy daddy batman s parents are dead yup and superman s yup what am i going to be when you die sad ho 
2,meet india s amazing death defying monkey king t co dgcmlfsirh t co vyw fswwdv
1,still got a hoes tho 
2, jayjuice ish mallymal no song i ve heard was good is what i mean by he s trash
1,rt kekepalmer being loud ghetto amp energetic aren t offensive things to me i own who i am amp where i come from nothing to be ashamed of 
1, vbomb woodchuck pussy love it
1,i don t like you bitch so amp i m having a party all weekend my momma going out of town 
1,i love me some fresh pussy all you can eat buffet 
2, yankees alfredo aceves in to relieve cc sabathia here in the th yankees he needs to go away gas can 
1,rt cuhcuhcuh if the pussy not fartin u not fuccin right cuh
1, stblock rody yu ah hoe
2,rt maycie whitecholo np big nig nig
0,that was my faggot rant for the night 
1,im retarded for real im sitting here getting mad thinking my daughter ignoring me then i remember she aint here 
1,rt kingtunchi same bitches that diss me gone still be here to eat my dick when they see that check
2,jihadi streams british isis fighter identified as abu abdurahman al britani killed in action t co ksowd rrck
1,i ll have these bitches havin baby s every week
1, thatfalcongirl i love you hoe hahahhaa uglyass
1,rt datnigga laced i m fuking every night up in my new house cause bitch i worked to hard fa this new house 
1,them bad bitches blow kisses by my earlobe
1, reddroostermann lt i poked this little pussy with a stick and he curled up into a little ball like a pill bug fredseviltwin
1,rt iaintgottarap ead rt fat rell especially after rita died rt kayla applebum dexter was just as trash as breaking bad 
1,not even sorry lmao growing up not having shit and still having to work for shit i deserve and seeing bitches get whatever pisses me off
1, kinghorsedick we gotta find this hoe
2,confusing circumstances seem to get in the way of your high ho more for virgo t co nraai dhvx
2,rt wordtothewise i love when the birds are chirping in the morning patsgonnasubtweet
0,yo bitch on my dick she come to my crib she get passed around no love
0, taylor faggot
1,smurf a real cat bitch
1,i m not the type to fight no bitch over a nigga im the type to say fucc that amp take his bitch 
1,they say you going too hard just rest ya eyes amp i m just like why bitch i ain t never seen ben franklin sleep
1,porn android iphone ipad sex xxx anal anal gaping tranny play panty nylon part t co otesnwmx
2,i love watching birds migrate wish i understood why it s such a peaceful sight 
1,rt sorryimalex idkmadz tbh i ve seen you in recess at the monkey bars but i was too busy getting beat up lol we should talk more rate 
1, creoleblood what evaittakes y all bitches be popping babies out like it s a sport stop what lol
1, callneeshcakey das new bae my bitch bad or naw lmao
2,rt luke grossman that s what sports are about forget the arrogance amp trash talking its about making people feel like they are a part 
1, kieffer jason nigga what i was talking bout after school or when ever your choice bitch
1,notice i don t make music for niggas that don t get pussy drake lordknows
1,this bitch said use my titties as a punchin bag lt 
1,sorry wrong bitch 
1,rt obey jrock this is a true ride or die bitch t co y t ctqn u
1,still can t see what niggers see in them white hoes 
1,if i hit you w that shotty bitch i bet that body flip
1,this nigga solving rubik cubes doing magic tricks amp he still ain t getting no pussy 
1,eagles are fucking cunts t co nk co snnv
1,don t be fooled i kickit with niggas and bitches older then you so 
1,when u hitting it from the back u gotta call her bitch they love that but don t u dare call em slut 
2,rt steven ratata savanigga cheerstokellin sav you are so nicee love you too twat 
1, bygbootiejuliie just facetime doms bitch ass
1, carlafinch what can i say im a stubborn son of a bitch 
1,rt deepinhergut anything said bout my moms b would of led to a bitch getting stone cold stunner
1,rt willywelfare its so damn hot in this bitch
1, rubberchloe okay love you bitch
2,at work but wish i was floating in my ft on sale at walmart redneck pool that my husband probably hasn t cleaned since last weekend 
1, mcclearyb y other than those the university and the white black and red ones the rest trash anyway they just making shit up now
1, d inwardforfun you a bitch dennis
1,rt femaies nah go talk to ur hoes since u dont wanna text back n shit t co gglyhm qc
1, gedmelle missed calls das yo p o bitch twitter finna be screamn freemoneymelle
1, digo nieto thanks little fag 
1,boss ass bitch remix s t co jxgbwz bho
1, mosoknowso if a photographer doesn t have a back story on how he started he did it for pussy believethat cantknockthahussle
1, bada bing if it continues i turn pussy lol
0,liberty and justice for all rt thatangrynigga go get me a sandwich nigger or i ll kill you
1, mcwilliamsbrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass 
1,rt the ironsheik hello thebatman you are now official big time pussy
1,i plan on eating this entire motherfucking pizza i just ordered like a mufucka bitch 
1,rt optimisticdoom fuck tranny porn hermaphrodite porn is where it s at 
1,rt nikowavy some hoes look better without they avi enlarged 
1,single like a dollar fucking bitches like im slater aww mane 
1,nigga payback s a bitch 
1, flawless dv dont be a bitch smh
2,yankees got beaten by a thug
2,rt lrtc magnus the team leader was particularly rude and unhelpful as opposed to charlie who just blatantly lied awful service s 
1,and you adopted bitch i don t give a fuck what kind of mental illness they claimin imma kill ya
1,rt kevin mcadams stop being a little bitch and fuckherrightinthepussy
1,amina ass peter you just fucking the bitch i don t like her voice
1,i m boutta deck this bitch in the face 
1, jerseyzbest aye hoe
1,your eyebrows on fleek but ya pussy on stink
0,sheeple just like sweetpotatertot oh those racist sexist teabaggers who just elected these two old white men t co x bwnm jii 
2, elise palmer im assuming mickey bubbles
1,part chink 
0, softestmuffin tee torahblaze at the end of the day they call yo dumb ass monkey picka nanny hoe but u luv them white devils
2,today s spy ops his soles need a cleaning lick lick i bet this cuties sneaks smell good t co c hj dvngp
1, kay laa laa if you can t stand the heat get out of the kitchen gratata swag bitch 
1,these bitches dont want no boyfriend they want a pimp
1,fuck all that talking bitch y u got my name in to mouth
1,rt kxngnandi i wish the bitch would t co fm uigkdm
1,i spent my whole th lookin for my hoes missed the fireworks and all before i realized i didn t have any hoes allbad
1,rt youss mayer saddybey fat bitch what s her t co izgkpcqio 
1,bitch i m me so who u 
1,rt snowthaproduct frasesdeunamadremexicana these bitches is my sons lol
1,rt tbhjustzach why be negative when you can be positive fucking smile you beautiful bitch
2,rt eidolon ebooks dreamt i was in a trash bag btw 
1,i wasn t born lastnight i know theses hoes ain t right 
1, lranderson that hoe over that
1,hahah its funny how all the little dumb hoes want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo 
1,but yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her fuck you lil niggas 
1,how tf you act like a bitch 
1,you can never get a group of hoes together witout em resorting to being hoes 
1,almightydavehunna s photo t co qfk jhstc haha bitch ass shmedium hit that hoe with that caption 
1,rt cambryh i m he s really he on the phone talking to another bitch while you standing in the middle of a damn field clueless 
1, stonethegreat niqqa that s every white person just because some might seem down to earth don t mean there not gonna use nigger against us
1,ymcmb always get caught up with strippers tyga actually had a child with one niggas get rich a buy bitches
1, sactownproidgy speakcomedy yunglucy karon avila nigga i will get dick cheese and force you to eat it bitch
1,i wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute smh
1,they really should expand this bitch with all the money
1,charlene crave colored cock
1,rt yellitout louud latodd satisfied x s hawn y all females love y all a bum nigga or a jail bird 
1,omg i will just go to charlie bear to twerk team i fucks with them
1,if she aint talkin to you then who she talking to cus you know bitches cant stop talking trustissues
2,it s karaoke night baby hi ho hi ho it s off to sing i go with a voice that sounds like sandpaper hi ho hi ho 
1,rt mz eccentricity we all need to be aware that s there is alot more going on in this world than ya ll flagrant asses care to know abo 
2, fangsbites the huge yankee fan enjoy t co tkm l ty
2,rt austintoellen praying today s m amp g pictures don t come out yellow 
1,buddy slapped his rent stress out on that messy bitch what i done told u hoes bout new york niggas amp they temper trainvideo
1,i need to go to the mexican flea market and grab some fake gucci sandals so i can stunt on you hoes
1,i m such a bitch sometimes lol
1,rt lex gedddit just got in flappy bird holy shit
0,good morning coons 
1,rt lex lloyd y all bitches be like looking 
1,i hate pulling into stores niggas be staring like they never seen a bitch drive a car with rims and a system 
2,do birds have dongs how do they mate help me i m an adult who doesn t know how animal sex works 
2,im glad i met this chick reminds me the trash i left behind
1, negroizzle anastasiapacana iheinz r lentlsstr ll m overture i trusted you queer cakes wheres the passion she made me do it dammit
2,im a twat
1,the gullible ones do rt reaganchanel so people go to college with intentions of being a hoe k 
